greek_span	nbla_span	count	first_seen	last_seen	alignment_types
ἑνὶ	espíritu	1	1corintios 12:9	1corintios 12:9	direct
ἑνὸς	uno	1	1cor 4:6	1cor 4:6	direct
ἑορτάζωμεν	celebremos la fiesta	1	1cor 5:8	1cor 5:8	expanded
ἑρμηνεία	interpretación	1	1corintios 12:10	1corintios 12:10	direct
ἑρμηνείαν	interpretación	1	1corintios 14:26	1corintios 14:26	direct
ἑστήκατε	firmes	1	1corintios 15:1	1corintios 15:1	direct
ἑτέρου	otro	1	1cor 4:6	1cor 4:6	direct
ἑτέρων	este	1	1corintios 14:21	1corintios 14:21	direct
ἑτέρῳ	a otro	1	1corintios 12:10	1corintios 12:10	expanded
ἑτέρῳ	a	1	1corintios 12:9	1corintios 12:9	direct
ἑτερογλώσσοις	y	1	1corintios 14:21	1corintios 14:21	direct
ἑόρακα	nuestro	1	1corintios 9:1	1corintios 9:1	direct
ἓν	se	1	1corintios 11:5	1corintios 11:5	direct
ἓν	uno	1	1corintios 12:11	1corintios 12:11	direct
ἓν	cuerpo	1	1corintios 12:13	1corintios 12:13	direct
ἓν	mismo espíritu	1	1corintios 12:13	1corintios 12:13	expanded
ἓν	de	1	1corintios 12:18	1corintios 12:18	direct
ἓν	pero	1	1corintios 12:20	1corintios 12:20	direct
ἓν	todos	1	1corintios 12:26	1corintios 12:26	direct
ἔγνω	conoció	1	1cor 1:21	1cor 1:21	direct
ἔγνω	ha conocido	1	1cor 2:16	1cor 2:16	expanded
ἔγνω	ha aprendido	1	1cor 8:2	1cor 8:2	expanded
ἔγνωκεν	conoce	1	1cor 2:11	1cor 2:11	direct
ἔγνωκεν	ha entendido	1	1cor 2:8	1cor 2:8	expanded
ἔγνωσαν	la hubieran entendido	1	1cor 2:8	1cor 2:8	expanded
ἔγνωσται	es conocido	1	1corintios 8:3	1corintios 8:3	expanded
ἔδωκεν	dio oportunidad	1	1cor 3:5	1cor 3:5	expanded
ἔθετο	a	1	1corintios 12:18	1corintios 12:18	direct
ἔθετο	dios	1	1corintios 12:28	1corintios 12:28	direct
ἔθηκα	puse	1	1cor 3:10	1cor 3:10	direct
ἔθνεσιν	para los gentiles	1	1cor 1:23	1cor 1:23	expanded
ἔθνεσιν	gentiles	1	1cor 5:1	1cor 5:1	direct
ἔθνη	cuando	1	1corintios 12:2	1corintios 12:2	direct
ἔκλασεν	partió	1	1corintios 11:24	1corintios 11:24	direct
ἔκρινά	me propuse	1	1cor 2:2	1cor 2:2	expanded
ἔλαβεν	tomó	1	1corintios 11:23	1corintios 11:23	direct
ἔλθω	vaya	1	1corintios 11:34	1corintios 11:34	direct
ἔλθω	yo voy	1	1corintios 14:6	1corintios 14:6	expanded
ἔλθω	iré	1	1cor 4:21	1cor 4:21	direct
ἔλθῃ	lo	1	1corintios 13:10	1corintios 13:10	direct
ἔνδοξοι	distinguidos	1	1cor 4:10	1cor 4:10	direct
ἔνοχος	culpable	1	1corintios 11:27	1corintios 11:27	direct
ἔξω	afuera	1	1cor 5:12	1cor 5:12	direct
ἔξω	están fuera	1	1cor 5:13	1cor 5:13	expanded
ἔπαινος	alabanza que le corresponda	1	1cor 4:5	1cor 4:5	expanded
ἔπειτα	después	1	1corintios 12:28	1corintios 12:28	direct
ἔπειτα	de	1	1corintios 12:28	1corintios 12:28	direct
ἔπεμψα	he enviado	1	1cor 4:17	1cor 4:17	expanded
ἔπεσαν	día	1	1corintios 10:8	1corintios 10:8	direct
ἔπινον	bebían	1	1corintios 10:4	1corintios 10:4	direct
ἔπιον	espiritual	1	1corintios 10:4	1corintios 10:4	direct
ἔργον	acción	1	1cor 5:2	1cor 5:2	direct
ἔργον	son	1	1corintios 9:1	1corintios 9:1	direct
ἔριδες	discusiones	1	1cor 1:11	1cor 1:11	direct
ἔρις	discusiones	1	1cor 3:3	1cor 3:3	direct
ἔσεσθε	dicen	1	1corintios 14:9	1corintios 14:9	direct
ἔσομαι	palabras seré	1	1corintios 14:11	1corintios 14:11	expanded
ἔσονται	vendrán a ser	1	1cor 6:16	1cor 6:16	expanded
ἔσται	será	1	1corintios 11:27	1corintios 11:27	direct
ἔστιν	es	1	1corintios 11:20	1corintios 11:20	direct
ἔστιν	solo	1	1corintios 12:14	1corintios 12:14	direct
ἔσω	están dentro de la iglesia	1	1cor 5:12	1cor 5:12	expanded
ἔτι	les	1	1corintios 12:31	1corintios 12:31	direct
ἔτι	ahora	1	1cor 3:2	1cor 3:2	expanded
ἔτι	todavía	1	1cor 3:3	1cor 3:3	direct
ἔχει	reciben	1	1corintios 12:23	1corintios 12:23	direct
ἔχει	aporte	1	1corintios 14:26	1corintios 14:26	direct
ἔχει	ha recibido	1	1cor 7:7	1cor 7:7	expanded
ἔχειν	sobre	1	1corintios 11:10	1corintios 11:10	direct
ἔχειν	tiene	1	1cor 5:1	1cor 5:1	direct
ἔχεις	tienes	1	1cor 4:7	1cor 4:7	direct
ἔχετε	comer	1	1corintios 11:22	1corintios 11:22	direct
ἔχετε	tienen	1	1cor 6:19	1cor 6:19	direct
ἔχετε	tengan	1	1cor 6:7	1cor 6:7	direct
ἔχητε	tengan	1	1cor 4:15	1cor 4:15	direct
ἔχητε	tienen	1	1cor 6:4	1cor 6:4	direct
ἔχομεν	la	1	1corintios 11:16	1corintios 11:16	direct
ἔχομεν	tenemos	1	1cor 2:16	1cor 2:16	direct
ἔχομεν	conocimiento	1	1corintios 8:1	1corintios 8:1	direct
ἔχοντας	los alabaré	1	1corintios 11:22	1corintios 11:22	expanded
ἔχοντες	que tienen	1	1corintios 7:29	1corintios 7:29	expanded
ἔχοντες	la tuvieran	1	1corintios 7:29	1corintios 7:29	expanded
ἔχω	no los	1	1corintios 12:21	1corintios 12:21	expanded
ἔχω	ser	1	1corintios 13:1	1corintios 13:1	direct
ἔχω	el	1	1corintios 13:2	1corintios 13:2	direct
ἔχω	toda	1	1corintios 13:2	1corintios 13:2	direct
ἔχω	nada	1	1corintios 13:2	1corintios 13:2	direct
ἔχω	tengo amor	1	1corintios 13:3	1corintios 13:3	expanded
ἔχω	del	1	1corintios 7:25	1corintios 7:25	direct
ἔχων	cuando tiene	1	1cor 6:1	1cor 6:1	expanded
ἔχων	tiene	1	1corintios 7:37	1corintios 7:37	direct
ἕκαστον	los	1	1corintios 12:18	1corintios 12:18	direct
ἕκαστον	a	1	1corintios 7:17	1corintios 7:17	direct
ἕκαστος	porque al	1	1corintios 11:21	1corintios 11:21	expanded
ἕκαστος	hermanos cada	1	1corintios 7:24	1corintios 7:24	expanded
ἕλληνες	los griegos	1	1cor 1:22	1cor 1:22	expanded
ἕλληνες	esclavos	1	1corintios 12:13	1corintios 12:13	direct
ἕλλησιν	griegos	1	1cor 1:24	1cor 1:24	direct
ἕν	uno	1	1corintios 12:12	1corintios 12:12	direct
ἕν	un solo	1	1corintios 12:12	1corintios 12:12	expanded
ἕν	una misma cosa	1	1cor 3:8	1cor 3:8	expanded
ἕνα	profetizar	1	1corintios 14:31	1corintios 14:31	direct
ἕξουσιν	en	1	1corintios 7:28	1corintios 7:28	direct
ἕστηκεν	está	1	1corintios 7:37	1corintios 7:37	direct
ἕτερον	prójimo	1	1cor 6:1	1cor 6:1	direct
ἕτερος	no	1	1corintios 14:17	1corintios 14:17	direct
ἕτερος	otro	1	1cor 3:4	1cor 3:4	direct
ἕως	hasta que	1	1cor 4:5	1cor 4:5	expanded
ἕως	comen	1	1corintios 8:7	1corintios 8:7	direct
ἠγοράσθητε	han sido comprados	1	1cor 6:20	1cor 6:20	expanded
ἠγοράσθητε	ustedes fueron comprados	1	1corintios 7:23	1corintios 7:23	expanded
ἠδυνήθην	pude	1	1cor 3:1	1cor 3:1	direct
ἠλεημένος	como el que habiendo recibido la misericordia	1	1corintios 7:25	1corintios 7:25	expanded
ἠχῶν	que resuena	1	1corintios 13:1	1corintios 13:1	expanded
ἡ	los	1	1corintios 10:4	1corintios 10:4	direct
ἡ	un	1	1corintios 11:10	1corintios 11:10	direct
ἡ	como	1	1corintios 11:12	1corintios 11:12	direct
ἡ	es el	1	1corintios 11:25	1corintios 11:25	expanded
ἡ	sería	1	1corintios 12:17	1corintios 12:17	direct
ἡ	del	1	1corintios 12:17	1corintios 12:17	direct
ἡ	ellos	1	1corintios 13:13	1corintios 13:13	direct
ἡ	es	1	1corintios 13:4	1corintios 13:4	direct
ἡ	toda	1	1corintios 14:23	1corintios 14:23	direct
ἡ	reciba	1	1corintios 14:5	1corintios 14:5	direct
ἡ	que	1	1cor 7:14	1cor 7:14	direct
ἡ	virgen	1	1corintios 7:34	1corintios 7:34	direct
ἡ	la mujer	1	1cor 7:4	1cor 7:4	expanded
ἡ	envanece	1	1corintios 8:1	1corintios 8:1	direct
ἡ	amor	1	1corintios 8:1	1corintios 8:1	direct
ἡ	porque	1	1corintios 8:7	1corintios 8:7	direct
ἡ	mi	1	1corintios 9:3	1corintios 9:3	direct
ἡγίασται	es santificado	1	1cor 7:14	1cor 7:14	expanded
ἡγίασται	es santificada	1	1cor 7:14	1cor 7:14	expanded
ἡγιάσθητε	fueron santificados	1	1cor 6:11	1cor 6:11	expanded
ἡγιασμένοις	a los que han sido santificados	1	1cor 1:2	1cor 1:2	expanded
ἡμέρα	día	1	1cor 3:13	1cor 3:13	direct
ἡμέρας	cualquier tribunal	1	1cor 4:3	1cor 4:3	expanded
ἡμέρᾳ	veintitrés	1	1corintios 10:8	1corintios 10:8	direct
ἡμεῖς	tenemos	1	1corintios 11:16	1corintios 11:16	direct
ἡμεῖς	en	1	1corintios 12:13	1corintios 12:13	direct
ἡμᾶς	nos a nosotros	1	1cor 6:14	1cor 6:14	expanded
ἡμῖν	para nosotros	1	1cor 1:30	1cor 1:30	expanded
ἡμῖν	para nosotros hay un solo dios el padre	1	1corintios 8:6	1corintios 8:6	expanded
ἡμῶν	estuvieron	1	1corintios 10:1	1corintios 10:1	direct
ἡμῶν	que consideramos	1	1corintios 12:23	1corintios 12:23	expanded
ἡμῶν	presentables	1	1corintios 12:24	1corintios 12:24	direct
ἡμῶν	nuestra	1	1cor 2:7	1cor 2:7	direct
ἡμῶν	nosotros	1	1cor 4:8	1cor 4:8	direct
ἡμῶν	jesús	1	1corintios 9:1	1corintios 9:1	direct
ἡτοίμασεν	ha preparado	1	1cor 2:9	1cor 2:9	expanded
ἢ	o provocaremos a celos al señor somos acaso más fuertes que él	1	1corintios 10:22	1corintios 10:22	expanded
ἢ	de	1	1corintios 11:22	1corintios 11:22	direct
ἢ	cabeza	1	1corintios 11:5	1corintios 11:5	direct
ἢ	la cabeza	1	1corintios 12:21	1corintios 12:21	expanded
ἢ	tres	1	1corintios 14:29	1corintios 14:29	direct
ἢ	acaso	1	1corintios 14:36	1corintios 14:36	direct
ἢ	o lo dice especialmente por nosotros sí se escribió por nosotros porque el que ara debe arar con esperanza y el que trilla debe trillar con la esperanza de recibir de la cosecha	1	1corintios 9:10	1corintios 9:10	expanded
ἢ	o acaso solo bernabé y yo no tenemos el derecho a no trabajar	1	1corintios 9:6	1corintios 9:6	expanded
ἣν	que	1	1cor 2:7	1cor 2:7	direct
ἣν	esta sabiduría que	1	1cor 2:8	1cor 2:8	expanded
ἤγειρεν	que resucitó	1	1cor 6:14	1cor 6:14	expanded
ἤκουσεν	oyó	1	1cor 2:9	1cor 2:9	direct
ἤμην	yo	1	1corintios 13:11	1corintios 13:11	direct
ἥμαρτεν	ha	1	1corintios 7:28	1corintios 7:28	direct
ἥμαρτες	pecado	1	1corintios 7:28	1corintios 7:28	direct
ἥττημα	un fallo	1	1cor 6:7	1cor 6:7	expanded
ἦλθον	fui	1	1cor 2:1	1cor 2:1	direct
ἦν	era	1	1corintios 10:4	1corintios 10:4	direct
ἦν	fueran	1	1corintios 12:19	1corintios 12:19	direct
ἦσαν	todos	1	1corintios 10:1	1corintios 10:1	direct
ἦτε	estén	1	1cor 1:10	1cor 1:10	direct
ἦτε	eran paganos	1	1corintios 12:2	1corintios 12:2	expanded
ἦτε	sean	1	1cor 5:7	1cor 5:7	direct
ἦτε	eran	1	1cor 6:11	1cor 6:11	direct
ἦτε	vuelvan	1	1cor 7:5	1cor 7:5	direct
ἰαμάτων	ayudas	1	1corintios 12:28	1corintios 12:28	direct
ἰαμάτων	de sanidad	1	1corintios 12:30	1corintios 12:30	expanded
ἰαμάτων	de	1	1corintios 12:9	1corintios 12:9	direct
ἰδίαις	nuestras propias	1	1cor 4:12	1cor 4:12	expanded
ἰδίου	ha	1	1corintios 7:37	1corintios 7:37	direct
ἰδίους	casa	1	1corintios 14:35	1corintios 14:35	direct
ἰδίᾳ	a	1	1corintios 12:11	1corintios 12:11	direct
ἰδίᾳ	hará	1	1corintios 7:37	1corintios 7:37	direct
ἰδιώτου	no tiene ese don	1	1corintios 14:16	1corintios 14:16	expanded
ἰδιῶται	o	1	1corintios 14:23	1corintios 14:23	direct
ἰησοῦν	a jesucristo	1	1cor 2:2	1cor 2:2	expanded
ἰησοῦν	he	1	1corintios 9:1	1corintios 9:1	direct
ἰησοῦς	jesús	1	1corintios 11:23	1corintios 11:23	direct
ἰησοῦς	anatema	1	1corintios 12:3	1corintios 12:3	direct
ἰησοῦς	señor	1	1corintios 12:3	1corintios 12:3	direct
ἰησοῦς	jesucristo	1	1cor 3:11	1cor 3:11	merged-forward
ἰουδαίοις	para los judíos	1	1cor 1:23	1cor 1:23	expanded
ἰουδαίοις	judíos	1	1cor 1:24	1cor 1:24	direct
ἰουδαῖοι	los judíos	1	1cor 1:22	1cor 1:22	expanded
ἰουδαῖοι	griegos	1	1corintios 12:13	1corintios 12:13	direct
ἰσραὴλ	pueblo	1	1corintios 10:18	1corintios 10:18	direct
ἰσχυρά	fuerte	1	1cor 1:27	1cor 1:27	direct
ἰσχυροί	fuertes	1	1cor 4:10	1cor 4:10	direct
ἰσχυρότερον	es más fuerte	1	1cor 1:25	1cor 1:25	expanded
ἴδιον	uno	1	1corintios 11:21	1corintios 11:21	direct
ἴδιον	su propia	1	1cor 3:8	1cor 3:8	expanded
ἵνα	que se manifiesten entre	1	1corintios 11:19	1corintios 11:19	expanded
ἵνα	disciplina para que no	1	1corintios 11:32	1corintios 11:32	expanded
ἵνα	casa para que no	1	1corintios 11:34	1corintios 11:34	expanded
ἵνα	si entregara mi cuerpo	1	1corintios 13:3	1corintios 13:3	expanded
ἵνα	sobre todo que profeticen	1	1corintios 14:1	1corintios 14:1	expanded
ἵνα	edificación de la iglesia	1	1corintios 14:12	1corintios 14:12	expanded
ἵνα	también a otros antes	1	1corintios 14:19	1corintios 14:19	expanded
ἵνα	uno para que todos	1	1corintios 14:31	1corintios 14:31	expanded
ἵνα	profetizaran porque el que	1	1corintios 14:5	1corintios 14:5	expanded
ἵνα	para que la iglesia	1	1corintios 14:5	1corintios 14:5	expanded
ἵνα	a fin de	1	1cor 3:18	1cor 3:18	expanded
ἵνα	que yo	1	1cor 4:3	1cor 4:3	expanded
ἵνα	modo que de ahora	1	1corintios 7:29	1corintios 7:29	expanded
ἵνα	del señor para ser	1	1corintios 7:34	1corintios 7:34	expanded
ἵνα	restricción sino para promover	1	1corintios 7:35	1corintios 7:35	expanded
ἵνα	para no causar estorbo al evangelio de cristo	1	1corintios 9:12	1corintios 9:12	expanded
ἵνα	al predicar el evangelio	1	1corintios 9:18	1corintios 9:18	expanded
ἵνα	para ganar al mayor número posible	1	1corintios 9:19	1corintios 9:19	expanded
ἵνα	para poder ganar a los judíos	1	1corintios 9:20	1corintios 9:20	expanded
ἵνα	para poder ganar a los que están bajo la ley	1	1corintios 9:20	1corintios 9:20	expanded
ἵνα	para poder ganar a los que están sin ley	1	1corintios 9:21	1corintios 9:21	expanded
ἵνα	hice débil para ganar	1	1corintios 9:22	1corintios 9:22	expanded
ἵνα	para que por todos los medios salve a algunos	1	1corintios 9:22	1corintios 9:22	expanded
ἵνα	ser partícipe de él	1	1corintios 9:23	1corintios 9:23	expanded
ἵνα	de tal modo que	1	1corintios 9:24	1corintios 9:24	expanded
ὀνομαζόμενος	llamándose	1	1cor 5:11	1cor 5:11	direct
ὀνόματος	nombre	1	1cor 1:10	1cor 1:10	direct
ὀφείλει	debe tener	1	1corintios 11:10	1corintios 11:10	expanded
ὀφείλει	debe cubrirse	1	1corintios 11:7	1corintios 11:7	expanded
ὀφείλει	es necesario	1	1corintios 7:36	1corintios 7:36	expanded
ὀφειλὴν	deber	1	1cor 7:3	1cor 7:3	direct
ὀφθαλμός	fuera	1	1corintios 12:17	1corintios 12:17	direct
ὀφθαλμὸς	decirle	1	1corintios 12:21	1corintios 12:21	direct
ὀφθαλμὸς	ojo	1	1cor 2:9	1cor 2:9	direct
ὁ	a	1	1cor 1:21	1cor 1:21	expanded
ὁ	nace	1	1corintios 11:12	1corintios 11:12	direct
ὁ	mujer	1	1corintios 11:3	1corintios 11:3	direct
ὁ	pie	1	1corintios 12:15	1corintios 12:15	direct
ὁ	puede	1	1corintios 12:21	1corintios 12:21	direct
ὁ	así	1	1corintios 12:24	1corintios 12:24	direct
ὁ	habla	1	1corintios 14:11	1corintios 14:11	direct
ὁ	ora	1	1corintios 14:14	1corintios 14:14	direct
ὁ	otro	1	1corintios 14:17	1corintios 14:17	direct
ὁ	está	1	1corintios 14:25	1corintios 14:25	direct
ὁ	dice	1	1corintios 14:34	1corintios 14:34	direct
ὁ	palabra	1	1corintios 14:36	1corintios 14:36	direct
ὁ	lenguas	1	1corintios 14:5	1corintios 14:5	direct
ὁ	el que es	1	1cor 2:15	1cor 2:15	expanded
ὁ	mi	1	1cor 2:4	1cor 2:4	expanded
ὁ	él es el que	1	1cor 3:19	1cor 3:19	expanded
ὁ	señor	1	1corintios 7:17	1corintios 7:17	direct
ὁ	dos	1	1corintios 7:38	1corintios 7:38	direct
ὁ	el marido	1	1corintios 7:39	1corintios 7:39	expanded
ὁ	satanás	1	1cor 7:5	1cor 7:5	merged-forward
ὁ	unos	1	1cor 7:7	1cor 7:7	direct
ὁ	conocimiento	1	1corintios 8:11	1corintios 8:11	direct
ὁ	por	1	1corintios 8:11	1corintios 8:11	direct
ὁ	recompensa	1	1corintios 9:18	1corintios 9:18	direct
ὁδούς	caminos	1	1cor 4:17	1cor 4:17	direct
ὁδὸν	camino	1	1corintios 12:31	1corintios 12:31	direct
ὁμοίως	de la misma manera	1	1corintios 7:22	1corintios 7:22	expanded
ὁμοίως	igualmente	1	1cor 7:3	1cor 7:3	direct
ὁμοίως	asimismo	1	1cor 7:4	1cor 7:4	direct
ὁποῖόν	la calidad de	1	1cor 3:13	1cor 3:13	expanded
ὁσάκις	cuantas veces	1	1corintios 11:25	1corintios 11:25	expanded
ὁσάκις	porque todas las veces	1	1corintios 11:26	1corintios 11:26	expanded
ὃ	el	1	1corintios 15:1	1corintios 15:1	direct
ὃ	lo que	1	1corintios 7:36	1corintios 7:36	expanded
ὃν	murió	1	1corintios 8:11	1corintios 8:11	direct
ὃς	y	1	1corintios 11:21	1corintios 11:21	direct
ὃς	embriaga	1	1corintios 11:21	1corintios 11:21	direct
ὃς	para que	1	1cor 2:16	1cor 2:16	expanded
ὃς	pero	1	1corintios 7:37	1corintios 7:37	direct
ὄλεθρον	la destrucción	1	1cor 5:5	1cor 5:5	expanded
ὄντα	aunque son	1	1corintios 12:12	1corintios 12:12	expanded
ὄντως	dios	1	1corintios 14:25	1corintios 14:25	direct
ὄρη	trasladar	1	1corintios 13:2	1corintios 13:2	direct
ὄσφρησις	olfato	1	1corintios 12:17	1corintios 12:17	direct
ὄφελόν	ojalá	1	1cor 4:8	1cor 4:8	direct
ὄφεων	las	1	1corintios 10:9	1corintios 10:9	direct
ὅλη	iglesia	1	1corintios 14:23	1corintios 14:23	direct
ὅλον	toda	1	1cor 5:6	1cor 5:6	direct
ὅμως	aun	1	1corintios 14:7	1corintios 14:7	direct
ὅπου	habiendo	1	1cor 3:3	1cor 3:3	expanded
ὅπως	para que	1	1cor 1:29	1cor 1:29	expanded
ὅς	el cual	1	1cor 3:11	1cor 3:11	expanded
ὅς	que	1	1cor 4:17	1cor 4:17	direct
ὅσα	son las cosas que	1	1cor 2:9	1cor 2:9	expanded
ὅσον	mientras	1	1corintios 7:39	1corintios 7:39	direct
ὅταν	pero	1	1corintios 13:10	1corintios 13:10	direct
ὅταν	pues cuando se reúnan	1	1corintios 14:26	1corintios 14:26	expanded
ὅταν	cuando	1	1cor 3:4	1cor 3:4	direct
ὅτε	que	1	1corintios 12:2	1corintios 12:2	direct
ὅτε	cuando	1	1corintios 13:11	1corintios 13:11	direct
ὅτε	pero cuando	1	1corintios 13:11	1corintios 13:11	expanded
ὅτι	todos	1	1corintios 10:1	1corintios 10:1	direct
ὅτι	puesto que el pan es uno nosotros que somos muchos somos un cuerpo porque todos participamos de aquel mismo pan	1	1corintios 10:17	1corintios 10:17	expanded
ὅτι	todo	1	1corintios 11:2	1corintios 11:2	direct
ὅτι	saben	1	1corintios 12:2	1corintios 12:2	direct
ὅτι	hago	1	1corintios 12:3	1corintios 12:3	direct
ὅτι	hombres	1	1corintios 14:21	1corintios 14:21	direct
ὅτι	verdad	1	1corintios 14:25	1corintios 14:25	direct
ὅτι	es	1	1corintios 14:37	1corintios 14:37	direct
ὅτι	los cuales	1	1cor 3:20	1cor 3:20	expanded
ὅτι	el hecho de que	1	1cor 6:7	1cor 6:7	expanded
ὅτι	decir	1	1corintios 7:26	1corintios 7:26	direct
ὅτι	tenemos	1	1corintios 8:1	1corintios 8:1	direct
ὑμεῖς	ahora bien	1	1corintios 12:27	1corintios 12:27	expanded
ὑμεῖς	puesto	1	1corintios 14:12	1corintios 14:12	direct
ὑμεῖς	a	1	1corintios 14:9	1corintios 14:9	direct
ὑμεῖς	ustedes son	1	1cor 4:10	1cor 4:10	expanded
ὑμεῖς	ustedes mismos	1	1cor 6:8	1cor 6:8	expanded
ὑμεῖς	mi	1	1corintios 9:1	1corintios 9:1	direct
ὑμᾶς	ignoren	1	1corintios 10:1	1corintios 10:1	direct
ὑμᾶς	que sepan	1	1corintios 11:3	1corintios 11:3	expanded
ὑμᾶς	ignorantes	1	1corintios 12:1	1corintios 12:1	direct
ὑμᾶς	a	1	1corintios 14:36	1corintios 14:36	direct
ὑμᾶς	estén	1	1corintios 7:32	1corintios 7:32	direct
ὑμῖν	a ustedes	1	1cor 1:3	1cor 1:3	expanded
ὑμῖν	es	1	1corintios 11:13	1corintios 11:13	direct
ὑμῖν	entre	1	1corintios 11:18	1corintios 11:18	direct
ὑμῖν	a	1	1corintios 11:19	1corintios 11:19	direct
ὑμῖν	en esto	1	1corintios 11:22	1corintios 11:22	expanded
ὑμῖν	enfermos	1	1corintios 11:30	1corintios 11:30	direct
ὑμῖν	más	1	1corintios 12:31	1corintios 12:31	direct
ὑμῖν	saber	1	1corintios 15:1	1corintios 15:1	direct
ὑμῖν	prediqué	1	1corintios 15:1	1corintios 15:1	direct
ὑμῖν	con ustedes	1	1cor 4:8	1cor 4:8	expanded
ὑμῖν	suya	1	1cor 6:5	1cor 6:5	direct
ὑμῖν	entre ustedes	1	1cor 6:7	1cor 6:7	expanded
ὑμῖν	que	1	1corintios 7:35	1corintios 7:35	direct
ὑμῶν	su	1	1cor 1:26	1cor 1:26	direct
ὑμῶν	suyo	1	1cor 3:22	1cor 3:22	direct
ὑμῶν	con ustedes	1	1cor 5:4	1cor 5:4	expanded
ὑμῶν	y en su espíritu los cuales son de dios	1	1cor 6:20	1cor 6:20	expanded
ὑμῶν	sus	1	1cor 7:14	1cor 7:14	direct
ὑπάρχειν	ustedes	1	1corintios 11:18	1corintios 11:18	direct
ὑπάρχειν	ser los	1	1corintios 12:22	1corintios 12:22	expanded
ὑπάρχειν	en	1	1corintios 7:26	1corintios 7:26	direct
ὑπάρχοντά	para	1	1corintios 13:3	1corintios 13:3	direct
ὑπάρχων	ya que él es la	1	1corintios 11:7	1corintios 11:7	expanded
ὑπέρακμος	de edad madura	1	1corintios 7:36	1corintios 7:36	expanded
ὑπερβολὴν	un	1	1corintios 12:31	1corintios 12:31	direct
ὑπεροχὴν	superioridad	1	1cor 2:1	1cor 2:1	direct
ὑπηρέτας	servidores	1	1cor 4:1	1cor 4:1	direct
ὑπομένει	soporta	1	1corintios 13:7	1corintios 13:7	direct
